Model,Test Row Index,Subject ID,True Class,Predicted Class,SVM score true,SVM score predicted
SVM,189,16,STANDING,SITTING,-0.6023032433252905,0.6789314294532895
SVM,190,16,STANDING,SITTING,-0.26498005924085843,0.4904790084193018
SVM,191,16,STANDING,SITTING,-0.07693604467732729,0.20322372121938814
SVM,192,16,STANDING,SITTING,-0.23431841478156235,0.2846381994760203
SVM,193,16,STANDING,SITTING,-0.4431910734437263,0.39415731403581966
SVM,194,16,STANDING,SITTING,-0.33951369357304007,0.36989489105234963
SVM,195,16,STANDING,SITTING,-0.5691092292285207,0.7776367690735912
SVM,196,16,STANDING,SITTING,-0.4370686218826102,0.5321646264038045
SVM,197,16,STANDING,SITTING,-0.7113009901108999,0.5968299752282
SVM,198,16,STANDING,SITTING,-0.5021872353752883,0.471016671634926
SVM,199,16,STANDING,SITTING,-0.7457710496736514,0.7122368450344276
SVM,200,16,STANDING,SITTING,-0.712146314734433,0.8230024772870084
SVM,201,16,STANDING,SITTING,-0.27840494931748105,0.44331624605473086
SVM,202,16,STANDING,SITTING,-0.17815042979286722,0.1324145897134501
SVM,203,16,STANDING,SITTING,-1.8673290033399421,1.8757254926904583
SVM,204,16,STANDING,SITTING,-1.3251020500462507,1.3551842332161512
SVM,205,16,STANDING,SITTING,-0.798508820582498,0.8831720000120242
SVM,206,16,STANDING,SITTING,-0.9165874989708015,1.0467220778927522
SVM,207,16,STANDING,SITTING,-0.8888426277558722,0.5951735385583123
SVM,208,16,STANDING,SITTING,-0.6579504764544819,0.3898193599758035
SVM,209,16,STANDING,SITTING,-0.3252290226869682,0.37541980044001244
SVM,210,16,STANDING,SITTING,-1.3382668318347881,1.267409815840645
SVM,211,16,STANDING,SITTING,-0.7688679702476675,0.7486299565044543
SVM,212,16,STANDING,SITTING,-0.9197259373547877,0.9394665313107584
SVM,213,16,STANDING,SITTING,-0.24612387470986574,0.5989904069841725
SVM,214,16,STANDING,SITTING,-0.08016425428193719,0.26146592259485213
SVM,215,16,STANDING,SITTING,-0.2966963768273527,0.5697121619881058
SVM,216,16,STANDING,SITTING,-0.15801373724912693,0.4367615289545954
SVM,217,16,STANDING,SITTING,-0.06852009175668194,0.2772549677445084
SVM,218,16,STANDING,SITTING,-1.4714894971519108,1.5191492119062415
SVM,219,16,STANDING,SITTING,-1.3805780529721927,1.3998841432531144
SVM,220,16,STANDING,SITTING,-1.7235037788002128,1.680419006462579
SVM,226,16,SITTING,STANDING,-0.12822318760935525,0.0382275747525449
SVM,227,16,SITTING,STANDING,-0.051060635486893435,0.24121868003488833
SVM,229,16,SITTING,STANDING,-0.06587895155555068,0.24188260551479357
SVM,230,16,SITTING,STANDING,-0.4686684321365616,0.3515010435113266
SVM,233,16,SITTING,STANDING,-0.14029930285249814,0.20607677238884015
SVM,236,16,SITTING,STANDING,-0.14076467997435016,0.18094783013646265
SVM,237,16,SITTING,STANDING,-0.26862604915261223,0.4106532628200317
SVM,238,16,SITTING,STANDING,-0.23998374588435345,0.37083445171598184
SVM,239,16,SITTING,STANDING,-0.21160545937287134,0.2592141810187589
SVM,240,16,SITTING,STANDING,-0.20269631592672588,0.2111695850937283
SVM,242,16,SITTING,STANDING,-0.7965111956905757,0.6401275367823531
SVM,263,16,LAYING,STANDING,0.6688444062352835,0.8509178426455069
SVM,264,16,LAYING,STANDING,0.7732633801492216,1.3545694253221956
SVM,266,16,LAYING,STANDING,0.8768026142878321,1.2424735072089008
SVM,267,16,LAYING,STANDING,0.8646748386615563,2.008497772425918
SVM,268,16,LAYING,STANDING,0.8483136872155924,1.46705643196615
SVM,269,16,LAYING,STANDING,1.0160321269441983,1.2812212698839758
SVM,270,16,LAYING,STANDING,0.8447485953493185,1.2091583397277719
SVM,271,16,LAYING,STANDING,0.794156218011601,1.3742597108485974
SVM,272,16,LAYING,STANDING,0.8971761659033223,1.3594167683344602
SVM,273,16,LAYING,STANDING,0.886919732748883,0.9552186933079707
SVM,275,16,LAYING,STANDING,1.011821888099803,1.2069347834677793
SVM,276,16,LAYING,STANDING,0.9725961345987139,1.1737999848164946
SVM,277,16,LAYING,STANDING,0.8844471184309944,1.6773775122251535
SVM,281,16,LAYING,STANDING,0.6961138840905762,1.0627589830165014
SVM,282,16,LAYING,STANDING,0.6387965879275669,1.0782811957113327
SVM,283,16,LAYING,STANDING,0.5549295481099618,0.5947656923537696
SVM,284,16,LAYING,STANDING,0.6648972330113484,0.7233658825414333
SVM,285,16,LAYING,STANDING,0.8791834799285411,0.9298881169361037
SVM,286,16,LAYING,STANDING,0.6297551376580447,1.1187968197450437
SVM,287,16,LAYING,STANDING,0.5987474523317154,1.1589903903249221
SVM,288,16,LAYING,STANDING,0.6638001408708946,1.2111768195724981
SVM,289,16,LAYING,STANDING,0.7690271826307823,1.2987286008235135
SVM,290,16,LAYING,STANDING,0.5942614024256289,1.8956382354387553
SVM,291,16,LAYING,STANDING,0.7848796761054665,1.010198210657822
SVM,293,16,LAYING,STANDING,0.6958718952082911,1.1653188386568274
SVM,294,16,WALKING,SITTING,0.2636280987571906,0.8343711915258085
SVM,342,16,WALKING_UPSTAIRS,SITTING,0.15169055327070846,1.5970634467441518
SVM,343,16,WALKING_UPSTAIRS,SITTING,0.05848553544993962,1.2813648507457485
SVM,344,16,WALKING_UPSTAIRS,SITTING,-0.4965444699575934,0.797200647490246
SVM,345,16,WALKING_UPSTAIRS,SITTING,0.11235407232231842,0.8429444243746114
SVM,346,16,WALKING_UPSTAIRS,SITTING,0.13506897642548066,0.7556176296359567
SVM,347,16,WALKING_UPSTAIRS,SITTING,-0.932277650542082,0.41376703447369234
SVM,348,16,WALKING_UPSTAIRS,SITTING,-0.1515919502862093,1.346361816157403
SVM,349,16,WALKING_UPSTAIRS,SITTING,-0.0003893263406458125,1.4144680281860165
SVM,350,16,WALKING_UPSTAIRS,SITTING,-0.5240540804161896,1.3666654907255436
SVM,351,16,WALKING_UPSTAIRS,SITTING,-0.10473163203971958,1.1152619563530402
SVM,352,16,WALKING_UPSTAIRS,SITTING,-0.3005015568013618,0.4093020054829557
SVM,353,16,WALKING_UPSTAIRS,SITTING,-0.3169003125878772,0.7691732954710762
SVM,354,16,WALKING_UPSTAIRS,SITTING,0.0845294270012582,1.3309744200041447
SVM,355,16,WALKING_UPSTAIRS,SITTING,0.07972625593149374,0.6969397974912193
SVM,356,16,WALKING_UPSTAIRS,SITTING,0.004864785732771493,0.9595409486669562
SVM,357,16,WALKING_UPSTAIRS,SITTING,-0.024499086173984663,1.5166142299047078
SVM,358,16,WALKING_UPSTAIRS,SITTING,0.098163758620607,1.5237394858422793
SVM,359,16,WALKING_UPSTAIRS,SITTING,-0.009248274718054228,1.485956787319465
SVM,360,16,WALKING_UPSTAIRS,SITTING,-0.24410075297995182,0.6349430423684022
SVM,361,16,WALKING_UPSTAIRS,SITTING,-0.19735523266063093,0.8644535199805465
SVM,362,16,WALKING_UPSTAIRS,SITTING,-0.46428498086651715,0.45715829453347334
SVM,363,16,WALKING_UPSTAIRS,SITTING,-0.570386958130134,0.39518999349150885
SVM,364,16,WALKING_UPSTAIRS,SITTING,-0.3762280619302283,1.2461956028667807
SVM,365,16,WALKING_UPSTAIRS,SITTING,-0.1118732017939239,1.9528922625952454
SVM,385,25,STANDING,SITTING,-0.21860173341354117,0.30716447494639754
SVM,515,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,-0.7458108468292632,-0.19855966136235326
SVM,516,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,-0.41206420879067107,-0.27654182376364544
SVM,518,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,-0.44614480082587116,-0.2722350035293405
SVM,519,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,-0.7541269623638186,0.10924920485107958
SVM,520,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,-0.5371303860825881,0.0030754732315150246
SVM,521,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,-0.09353983529934451,0.07186873012719963
SVM,525,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,-0.6103629252400979,-0.5098343956984672
SVM,528,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,-0.516753814654365,-0.3265798199216571
SVM,534,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,-0.5935121867562976,-0.3693093531989108
SVM,679,25,WALKING,WALKING_UPSTAIRS,-0.2856769754913546,0.24457473374456384
SVM,726,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,-0.9928975151644006,0.47364472615726694
SVM,727,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,-0.8701090559499862,0.07959956297617254
SVM,736,25,WALKING_DOWNSTAIRS,SITTING,-0.6577440225457002,-0.10781497228428294
SVM,838,28,SITTING,STANDING,-0.35203228676680975,0.19335060438234097
SVM,839,28,SITTING,STANDING,-0.42591628503541035,0.7276383775908222
SVM,840,28,SITTING,STANDING,-0.49208752576260695,0.6218177943203644
SVM,841,28,SITTING,STANDING,-0.39553166754964875,0.4032192180451013
SVM,844,28,SITTING,STANDING,-0.47332143264293103,0.7263044793847919
SVM,845,28,SITTING,STANDING,-0.14367642980700568,0.340414016656053
SVM,849,28,SITTING,STANDING,-0.08335442529813575,0.2533504107753968
SVM,851,28,SITTING,STANDING,-0.016216447136272683,0.2024802870561615
SVM,852,28,SITTING,STANDING,-0.2522632039378998,0.5899736759246046
SVM,855,28,SITTING,STANDING,-0.3695853714480333,0.38868290950152096
SVM,856,28,SITTING,STANDING,-0.46236295128949456,0.7304653153909129
SVM,857,28,SITTING,STANDING,-0.10752270990325319,0.2884747102967793
SVM,861,28,LAYING,STANDING,1.9663258312594665,1.9865582774969022
SVM,862,28,LAYING,STANDING,1.7870448591118389,3.184890105953512
SVM,863,28,LAYING,STANDING,1.7498171431939622,2.821011282964788
SVM,864,28,LAYING,STANDING,1.6224332748172654,2.671914843197607
SVM,865,28,LAYING,STANDING,1.882528413758597,2.3431849101698656
SVM,866,28,LAYING,STANDING,1.797419908221781,2.0856954999126653
SVM,869,28,LAYING,STANDING,1.8161052050972155,2.3163248698754586
SVM,870,28,LAYING,STANDING,1.8141575918864565,2.7571666513131428
SVM,871,28,LAYING,STANDING,1.6969125379944945,1.9099296208458785
SVM,872,28,LAYING,STANDING,1.6411458021370864,2.5172241111570663
SVM,873,28,LAYING,STANDING,1.9137551040875644,2.1383742728435324
SVM,874,28,LAYING,STANDING,2.1479615351002765,2.5720563538150705
SVM,875,28,LAYING,STANDING,2.2556702483162625,2.8247976318742962
SVM,876,28,LAYING,STANDING,2.1214462271899412,2.5091976828369207
SVM,877,28,LAYING,STANDING,1.9610690794486167,2.3192286053337705
SVM,878,28,LAYING,STANDING,1.7347642958121945,1.8731731273672858
SVM,1026,28,SITTING,STANDING,0.010507656455549075,0.10972834988814517
SVM,1027,28,SITTING,STANDING,-0.17090727091176616,0.24013276482297163
SVM,1028,28,SITTING,STANDING,-0.1915975616969513,0.23988257879660635
SVM,1029,28,SITTING,STANDING,-0.48067002547593374,0.46457193329817925
SVM,1030,28,SITTING,STANDING,-0.31289467036332697,0.4217392446759962
SVM,1033,28,SITTING,STANDING,-0.1839935676333726,0.09751473652235809
SVM,1034,28,SITTING,STANDING,-0.30297233183813643,0.3745094390287378
SVM,1035,28,SITTING,STANDING,-0.49936139563869586,0.702648273884281
SVM,1036,28,SITTING,STANDING,-1.1262607703813725,1.2209547138047683
SVM,1037,28,SITTING,STANDING,-0.6443840828245191,0.8087899507249938
SVM,1038,28,SITTING,STANDING,-0.6890319044620683,0.7624767286541227
SVM,1039,28,SITTING,STANDING,-0.4692774893333438,0.557126533106082
SVM,1041,28,SITTING,STANDING,-0.39281618919795547,0.6139576887348184
SVM,1042,28,SITTING,STANDING,-0.7066627585356964,0.8292735756879761
SVM,1043,28,SITTING,STANDING,-1.2663766095524114,1.449589062685565
SVM,1044,28,SITTING,STANDING,-0.42879704022550325,0.41293534432791024
SVM,1045,28,SITTING,STANDING,-0.004667145680227858,0.2135765931531861
SVM,1046,28,SITTING,STANDING,-0.05698339652692841,0.26313065608357533
SVM,1047,28,SITTING,STANDING,-0.47580533527042035,0.6382455850103066
SVM,1093,28,WALKING,WALKING_UPSTAIRS,0.3160081482607979,0.5101256629645361
SVM,1159,29,STANDING,SITTING,-0.08042617618801495,0.10137713907069124
SVM,1160,29,STANDING,SITTING,-0.6377166004045391,0.5805188777766981
SVM,1161,29,STANDING,SITTING,-0.519636845617419,0.42752166622626486
SVM,1166,29,STANDING,SITTING,-0.11853138924393747,0.229053035631541
SVM,1167,29,STANDING,SITTING,-0.09499084177093242,0.270165420387142
SVM,1168,29,STANDING,SITTING,-0.1424521564001615,0.2635052960026236
SVM,1169,29,STANDING,SITTING,-0.4832556095479166,0.7175195776831593
SVM,1170,29,STANDING,SITTING,-0.6595034447203395,0.7680911276200524
SVM,1171,29,STANDING,SITTING,-0.0715385825516377,0.18586818588755105
SVM,1173,29,STANDING,SITTING,-0.15360627908358804,0.32512448898179613
SVM,1175,29,STANDING,SITTING,-0.26976722055923275,0.009492362919487629
SVM,1176,29,STANDING,SITTING,-0.23273823559911522,0.12827286899728962
SVM,1177,29,STANDING,SITTING,-0.5810445850077346,0.47567548524734526
SVM,1178,29,STANDING,SITTING,-0.4897412156351957,0.35648106643378763
SVM,1179,29,STANDING,SITTING,-0.5135914770037184,0.22978754026176862
SVM,1502,9,STANDING,SITTING,-0.17951237044850255,0.3038086630322494
SVM,1503,9,STANDING,SITTING,0.0031493381764176043,0.1964344874624251
SVM,1504,9,STANDING,SITTING,-0.1179369817510898,0.2701000631428212
SVM,1510,9,STANDING,SITTING,-0.2650339853392123,0.234313429466658
SVM,1517,9,STANDING,SITTING,-0.3247852600880612,0.2337516515081801
SVM,1522,9,STANDING,SITTING,-0.12451395643365748,0.14832860243167723
SVM,1638,9,WALKING_UPSTAIRS,WALKING,0.28047486133965593,0.5381946178151649
SVM,1645,9,STANDING,SITTING,-1.5151165429594926,0.6350792910375347
SVM,1646,9,STANDING,SITTING,-0.6708399536801364,0.7598356253826057
SVM,1647,9,STANDING,SITTING,-0.5100318219024809,0.6151374143365422
SVM,1655,9,STANDING,SITTING,-0.08208627991705164,0.07855580242629978
SVM,1656,9,STANDING,SITTING,-1.5190663871870342,1.231271108165764
SVM,1657,9,STANDING,SITTING,-1.6750610817681968,1.5852153101207374
SVM,1658,9,STANDING,SITTING,-1.7709634388654036,1.49311753563694
SVM,1659,9,STANDING,SITTING,-0.9515516329559861,1.04162876019577
SVM,1660,9,STANDING,SITTING,-0.10438879683987246,0.15390768411636913
SVM,1661,9,STANDING,SITTING,-0.1816140785344439,0.3287793160144721
SVM,1662,9,STANDING,SITTING,-0.8011145065353096,0.8446952432018224
SVM,1663,9,STANDING,SITTING,-0.6370925900449982,0.8372156485623841
SVM,1664,9,STANDING,SITTING,-0.32870683645432386,0.37765890955952086
SVM,1665,9,STANDING,SITTING,-0.41160851689801614,0.4858838771827385
SVM,1666,9,STANDING,SITTING,-0.2679357927793148,0.2287229557865713
SVM,1672,9,SITTING,WALKING_UPSTAIRS,0.1726681725109842,0.20679478791708128
SVM,1673,9,SITTING,WALKING_UPSTAIRS,-0.15991200750174928,2.358992084554491
SVM,1674,9,SITTING,STANDING,-2.7928060086634128,1.0959328627279585
SVM,1675,9,SITTING,STANDING,-3.6517692542348064,2.78949147582811
SVM,1676,9,SITTING,STANDING,-2.804162122132393,1.323750573683917
SVM,1677,9,SITTING,STANDING,-2.74384893415178,1.3274678526756356
SVM,1678,9,SITTING,STANDING,-2.490896999485604,1.080796118907956
SVM,1679,9,SITTING,STANDING,-2.4972739158946258,1.3119054961802987
SVM,1696,9,LAYING,STANDING,1.1523429109461918,1.530796118405709
SVM,1697,9,LAYING,STANDING,1.238366379783666,1.7257137692625497
SVM,1699,9,LAYING,STANDING,1.49540621548222,1.8567098527267614
SVM,1700,9,LAYING,STANDING,1.5853689150463772,1.767388716288336
SVM,1701,9,LAYING,STANDING,1.2421942160481332,1.8561730731937434
SVM,1702,9,LAYING,STANDING,1.2564997675162153,2.6393925927992994
SVM,1703,9,LAYING,STANDING,1.1425422975201904,2.3417678518369467
SVM,1707,9,LAYING,STANDING,1.2663389957904174,1.7855457252516638
SVM,1708,9,LAYING,STANDING,0.8377014287909178,1.317618678437196
SVM,1709,9,LAYING,STANDING,0.8727254500328833,0.8844466641036484
SVM,1710,9,LAYING,STANDING,1.0114122135356793,1.2090127209821546
SVM,1711,9,LAYING,STANDING,1.2070714021032587,1.4022956967918716
SVM,1714,9,LAYING,STANDING,1.298954375882683,1.7028933256875234
SVM,1715,9,LAYING,STANDING,1.2720806227628305,1.4015595345497147
SVM,1717,9,LAYING,STANDING,1.6212139046460559,1.6425162984796533
SVM,1759,9,WALKING_UPSTAIRS,SITTING,0.6391102763928829,0.8069230816748711
SVM,1760,9,WALKING_UPSTAIRS,SITTING,0.4166957571463419,1.1717804987377778
SVM,1761,9,WALKING_UPSTAIRS,SITTING,0.023746924366195188,0.16584898570071305
SVM,1762,9,WALKING_UPSTAIRS,SITTING,-0.38070025928214446,0.6403358479106787
SVM,1763,9,WALKING_UPSTAIRS,SITTING,-0.27976212502964704,0.5342624697321918
SVM,1764,9,WALKING_UPSTAIRS,SITTING,-0.21608685459968113,1.1742988060420996
SVM,1765,9,WALKING_UPSTAIRS,SITTING,-0.08377962179182408,1.059284510204467
SVM,1766,9,WALKING_UPSTAIRS,SITTING,-0.8242746507582887,0.7262064513315385
SVM,1767,9,WALKING_UPSTAIRS,SITTING,0.5971193797724788,1.0106712567520448
SVM,1770,9,WALKING_UPSTAIRS,SITTING,0.1457030743788077,0.9548170898197252
SVM,1771,9,WALKING_UPSTAIRS,SITTING,-0.11225652035263178,0.9315336514375367
SVM,1772,9,WALKING_UPSTAIRS,SITTING,-0.26460978537806235,0.24972600244954846
SVM,1773,9,WALKING_UPSTAIRS,SITTING,-0.3329923217519585,-0.09018436315094625
SVM,1774,9,WALKING_UPSTAIRS,SITTING,-0.5547461081017074,0.09031402827967683
SVM,1775,9,WALKING_UPSTAIRS,SITTING,-0.023973953493957145,0.2138946603197862
SVM,1776,9,WALKING_UPSTAIRS,SITTING,0.09094717062264768,0.6593195183886955
SVM,1777,9,WALKING_UPSTAIRS,SITTING,0.16071460889223554,0.7692977999318364
SVM,1778,9,WALKING_UPSTAIRS,SITTING,-0.21528670347388368,0.5602706545616547
SVM,1779,9,WALKING_UPSTAIRS,SITTING,-0.15683064735771612,0.6045703616935305
SVM,1780,9,WALKING_UPSTAIRS,SITTING,-0.5582703736707286,0.9281997364532186
SVM,1781,9,WALKING_UPSTAIRS,SITTING,-0.4402605855901196,0.7486406777063164
SVM,1914,10,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,-0.2807401029768426,-0.19655477460477022
SVM,1934,10,WALKING_UPSTAIRS,WALKING,-0.13176987027260312,0.36420895374058526
SVM,1937,10,STANDING,SITTING,-0.5046690268851626,0.4129107617829668
SVM,1938,10,STANDING,SITTING,-0.7794083733941546,0.9441442619366254
SVM,1939,10,STANDING,SITTING,-0.0526162412743616,0.203932190232895
SVM,1940,10,STANDING,SITTING,-0.38870245290855165,0.415992504164739
SVM,1942,10,STANDING,SITTING,-0.3246398225425057,0.008878409398227038
SVM,1943,10,STANDING,SITTING,-1.0381453215438974,0.8843775685710042
SVM,1944,10,STANDING,SITTING,0.07096034640586635,0.20737911597700176
SVM,1947,10,STANDING,SITTING,-1.408141840511971,1.1499025188756185
SVM,1948,10,STANDING,SITTING,-0.477095049191394,0.655858676392036
SVM,1949,10,STANDING,SITTING,-0.3261055509541462,0.3663815702947848
SVM,1950,10,STANDING,SITTING,-0.07348790894172796,0.1927385427887418
SVM,1952,10,STANDING,SITTING,-0.6107136379834788,0.7620170791072529
SVM,1953,10,STANDING,SITTING,-1.027601529336399,1.0764448486704432
SVM,1954,10,STANDING,SITTING,-0.2766348032682484,0.32133199172587035
SVM,1955,10,STANDING,SITTING,-0.07901386920183984,0.041730302927142526
SVM,1956,10,STANDING,SITTING,-0.3711191367055984,0.2340853222385828
SVM,1957,10,SITTING,STANDING,-0.9107585796818976,0.45445675008752917
SVM,1958,10,SITTING,STANDING,-1.7567934316114417,1.2581248892744024
SVM,1959,10,SITTING,STANDING,-2.1783143564412057,1.214298338368858
SVM,1960,10,SITTING,STANDING,-1.8370472731642788,0.8573189232746914
SVM,1961,10,SITTING,STANDING,-2.272351889648491,1.4564845591350848
SVM,1962,10,SITTING,STANDING,-1.8436928031143807,1.0216036327956572
SVM,1963,10,SITTING,STANDING,-2.105081396338483,1.1626141932707632
SVM,1964,10,SITTING,STANDING,-2.344814607160284,1.5706225432948597
SVM,1965,10,SITTING,STANDING,-2.5969364317139,2.0637138847681404
SVM,1966,10,SITTING,STANDING,-2.035913641063786,1.5832788950708567
SVM,1967,10,SITTING,STANDING,-2.370627775779192,1.652822219241907
SVM,1968,10,SITTING,STANDING,-2.963795509026532,2.353459157890531
SVM,1969,10,SITTING,STANDING,-2.964471000455859,2.412035313339188
SVM,1970,10,SITTING,STANDING,-3.4355817433506437,2.8304145556673275
SVM,1971,10,SITTING,STANDING,-3.264661256704531,2.6606798449601525
SVM,1972,10,SITTING,STANDING,-3.2311513606417104,2.7755866342489215
SVM,1973,10,SITTING,STANDING,-3.349369808507303,2.689276151717933
SVM,1974,10,SITTING,STANDING,-0.7846043575432426,0.2949979482898888
SVM,1979,10,SITTING,STANDING,-0.25235875427760535,0.2769607075648268
SVM,1980,10,SITTING,STANDING,-0.10630009110517147,-0.010289342467109108
SVM,1984,10,SITTING,STANDING,-0.584742281411422,0.582662265348316
SVM,1987,10,LAYING,STANDING,1.855123998733267,4.841814576689878
SVM,1988,10,LAYING,STANDING,1.6812371625364606,4.298765139970549
SVM,1989,10,LAYING,STANDING,1.4892310210655482,4.745991553360981
SVM,1990,10,LAYING,STANDING,1.3916931460043016,4.445645660576738
SVM,1991,10,LAYING,STANDING,1.329170442008809,4.119504080185981
SVM,1992,10,LAYING,STANDING,1.4265592423507054,3.559515516004514
SVM,1993,10,LAYING,STANDING,1.2454489467975747,3.7028490197361954
SVM,1994,10,LAYING,STANDING,1.1734579918868113,3.6015748561668888
SVM,1995,10,LAYING,STANDING,1.1582733140837962,3.8571464348697386
SVM,1996,10,LAYING,STANDING,1.2822640793969327,4.150436717214471
SVM,1997,10,LAYING,STANDING,2.2317850198792404,4.75185271319033
SVM,1998,10,LAYING,STANDING,1.8384618829232808,4.6107191744794065
SVM,1999,10,LAYING,STANDING,1.5304146381955088,3.88480000323505
SVM,2000,10,LAYING,STANDING,1.46896457088212,4.298747232590884
SVM,2001,10,LAYING,STANDING,1.612008560894104,4.819802584802463
SVM,2002,10,LAYING,STANDING,1.7180138852158584,4.629598336309238
SVM,2003,10,LAYING,STANDING,1.799051157364203,5.075582603299715
SVM,2004,10,LAYING,STANDING,1.4968501036791242,5.200057029547338
SVM,2005,10,LAYING,STANDING,1.4798824842248335,4.883520333423271
SVM,2006,10,LAYING,STANDING,1.4952369497789193,5.078387624162625
SVM,2007,10,LAYING,STANDING,1.520002389519242,5.310367308034788
SVM,2008,10,LAYING,STANDING,1.4512045808563268,5.018421918611281
SVM,2009,10,LAYING,STANDING,1.4694593729815377,4.385975186458075
SVM,2010,10,LAYING,STANDING,1.538303199688937,4.8561103727002335
SVM,2011,10,LAYING,STANDING,1.6845290887128348,4.626984056572542
SVM,2012,10,LAYING,STANDING,1.4514755380811213,4.8612904187964405
SVM,2013,10,LAYING,STANDING,1.4760623771348076,5.076970098813819
SVM,2059,10,WALKING_UPSTAIRS,SITTING,-0.7679111407010504,-0.23463170256973476
SVM,2060,10,WALKING_UPSTAIRS,SITTING,-0.9777911761869293,0.08188184038796598
SVM,2061,10,WALKING_UPSTAIRS,WALKING,-1.2816935973030903,-0.024304291744381423
SVM,2062,10,WALKING_UPSTAIRS,SITTING,-1.1277335008350877,0.26202736902308454
SVM,2063,10,WALKING_UPSTAIRS,SITTING,-0.8458818791335465,0.21222720983792365
SVM,2064,10,WALKING_UPSTAIRS,WALKING,-0.9512532426945697,-0.0558097766654575
SVM,2065,10,WALKING_UPSTAIRS,SITTING,-0.9440597200070151,0.30514959623098004
SVM,2066,10,WALKING_UPSTAIRS,SITTING,-0.380096005131344,-0.11450362802692093
SVM,2067,10,WALKING_UPSTAIRS,SITTING,-0.815830373068546,0.460663399817532
SVM,2068,10,WALKING_UPSTAIRS,SITTING,-0.6759728173141402,0.25853917553076045
SVM,2069,10,WALKING_UPSTAIRS,WALKING,-1.4853569179569135,0.04252680639508788
SVM,2070,10,WALKING_UPSTAIRS,SITTING,-1.5340312105832155,0.18667854560270314
SVM,2071,10,WALKING_UPSTAIRS,WALKING,-1.2796529693685244,-0.004065233429793924
SVM,2072,10,WALKING_UPSTAIRS,WALKING,-1.0501408585810024,-0.10433750430174238
SVM,2073,10,WALKING_UPSTAIRS,SITTING,-0.7088796200348075,-0.21222692007090616
SVM,2075,10,WALKING_UPSTAIRS,SITTING,-1.1609359483618846,-0.32010731123617964
SVM,2076,10,WALKING_UPSTAIRS,WALKING,-0.7275136576536413,-0.03309946234529826
SVM,2077,10,WALKING_UPSTAIRS,WALKING,-0.6438089885423288,0.12978531271537452
SVM,2078,10,WALKING_UPSTAIRS,SITTING,-0.7391546407222769,0.05413331001040733
SVM,2079,10,WALKING_UPSTAIRS,SITTING,-0.8147708050184055,0.24224971173422793
SVM,2080,10,WALKING_UPSTAIRS,WALKING,-1.0166706175226512,-0.37347413364171733
SVM,2081,10,WALKING_UPSTAIRS,SITTING,-0.9632787482698104,-0.2922906491189927
SVM,2198,13,WALKING_DOWNSTAIRS,WALKING,-0.3502542142344739,-0.1579121336592042
SVM,2199,13,WALKING_DOWNSTAIRS,WALKING,-0.5119167779368268,0.2068365686346887
SVM,2213,13,WALKING_DOWNSTAIRS,WALKING,-0.3320945241492814,-0.2969674285392282
SVM,2541,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,-0.3824084041224073,-0.05498519813845437
SVM,2561,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,-0.10240403329711112,-0.08878030835972894
SVM,2579,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,-0.34903529347653706,0.11313372398222676
SVM,2582,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,-0.588919297405518,-0.1843135923989473
SVM,2729,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,-0.7422625689443665,-0.26643949084595286
SVM,2732,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,-0.6790963623077493,-0.26639163853163705
SVM,2734,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,-0.2714452582772152,-0.09526022616051333
MLP,0,16,STANDING,SITTING,,
MLP,6,16,STANDING,SITTING,,
MLP,17,16,STANDING,SITTING,,
MLP,36,16,SITTING,STANDING,,
MLP,67,16,LAYING,SITTING,,
MLP,69,16,LAYING,SITTING,,
MLP,179,16,STANDING,SITTING,,
MLP,180,16,STANDING,SITTING,,
MLP,181,16,STANDING,SITTING,,
MLP,182,16,STANDING,SITTING,,
MLP,183,16,STANDING,SITTING,,
MLP,184,16,STANDING,SITTING,,
MLP,185,16,STANDING,SITTING,,
MLP,186,16,STANDING,SITTING,,
MLP,187,16,STANDING,SITTING,,
MLP,188,16,STANDING,SITTING,,
MLP,189,16,STANDING,SITTING,,
MLP,190,16,STANDING,SITTING,,
MLP,191,16,STANDING,SITTING,,
MLP,192,16,STANDING,SITTING,,
MLP,193,16,STANDING,SITTING,,
MLP,194,16,STANDING,SITTING,,
MLP,195,16,STANDING,SITTING,,
MLP,196,16,STANDING,SITTING,,
